election_year,state,office_id,office_name,office_level,office_branch,district_id,district_ocdid,district_name,district_type,parent_district_id,parent_district_name,race_id,race_type,seats_up_for_election,race_url,election_date_id,election_date,election_date_district_type,stage_id,stage,stage_party,is_partisan_primary,stage_is_canceled,stage_is_ranked_choice,stage_write_in_other_votes,candidate_id,person_id,name,first_name,last_name,ballotpedia_url,gender,party_affiliation,is_incumbent,candidate_status,is_write_in,is_withdrawn_still_on_ballot,votes_for,votes_against,delegates_pledged,ranked_choice_voting_round
2024,WI,7720,Wisconsin State Assembly District 23,State,Legislative,7249,ocd-division/country:us/state:wi/sldl:23,Wisconsin State Assembly District 23,State Legislative (Lower),,,70126,Regular,1,"https://ballotpedia.org/Wisconsin_State_Assembly_elections,_2024",27916,2024-08-13,State,194145,Primary,Democratic Party,true,false,false,20,248767,322330,Deb Andraca,Deb,Andraca,https://ballotpedia.org/Deb_Andraca,Female,Democratic Party,true,Advanced,false,false,10947,,,
2024,RI,202,Rhode Island House of Representatives District 46,State,Legislative,6459,ocd-division/country:us/state:ri/sldl:46,Rhode Island House of Representatives District 46,State Legislative (Lower),,,69139,Regular,1,"https://ballotpedia.org/Rhode_Island_House_of_Representatives_elections,_2024",26126,2024-11-05,State,104688,General,,,false,false,20,250820,37772,Mary Ann Shallcross-Smith,Mary,Shallcross-Smith,https://ballotpedia.org/Mary_Ann_Shallcross-Smith,Female,Democratic Party,true,Won,false,false,4787,,,
2024,RI,10898,Rhode Island House of Representatives District 14,State,Legislative,6427,ocd-division/country:us/state:ri/sldl:14,Rhode Island House of Representatives District 14,State Legislative (Lower),,,69104,Regular,1,"https://ballotpedia.org/Rhode_Island_House_of_Representatives_elections,_2024",28038,2024-09-10,State,195583,Primary,Democratic Party,true,false,false,,250789,7907,Charlene Lima,Charlene,Lima,https://ballotpedia.org/Charlene_Lima,Female,Democratic Party,true,Advanced,false,false,402,,,
2024,OR,1590,Mayor of Portland,Local,Executive,85365,ocd-division/country:us/state:or/place:portland,Portland,City-town,,,127927,Regular,1,"https://ballotpedia.org/Mayoral_election_in_Portland,_Oregon_(2024)",26124,2024-11-05,State,206370,General,,,false,true,634,267196,580665,James Macdonald,James,Macdonald,https://ballotpedia.org/James_Macdonald,,Nonpartisan,false,Lost,false,false,0,,,12
2024,CA,2856,California State Senate District 3,State,Legislative,697,ocd-division/country:us/state:ca/sldu:3,California State Senate District 3,State Legislative (Upper),,,64999,Regular,1,"https://ballotpedia.org/California_State_Senate_elections,_2024",26092,2024-11-05,State,100546,General,,,false,false,,193066,325145,Christopher Cabaldon,Christopher,Cabaldon,https://ballotpedia.org/Christopher_Cabaldon,Male,Democratic Party,false,Won,false,false,277092,,,
2024,NV,13243,Las Vegas City Council Ward 5,Local,Legislative,95373,ocd-division/country:us/state:nv/place:las_vegas/ward:5,Las Vegas City Council Ward 5,City-town subdivision,81877,Las Vegas,136510,Regular,1,"https://ballotpedia.org/City_elections_in_Las_Vegas,_Nevada_(2024)",27745,2024-06-11,State,218406,Primary,,false,false,false,,235464,326242,Erika Smith,Erika,Smith,https://ballotpedia.org/Erika_Smith,Female,Nonpartisan,false,Lost,false,false,396,,,
2024,VT,7555,Vermont State Senate Washington District,State,Legislative,2375,ocd-division/country:us/state:vt/sldu:washington,Vermont State Senate Washington District,State Legislative (Upper),,,69781,Regular,3,"https://ballotpedia.org/Vermont_State_Senate_elections,_2024",27915,2024-08-13,State,194662,Primary,Republican Party,true,false,false,224,266683,368005,Michael Deering II,Michael,Deering,https://ballotpedia.org/Michael_Deering_II,Male,Republican Party,false,Advanced,true,false,220,,,
2024,IA,12313,Iowa State Senate District 8,State,Legislative,963,ocd-division/country:us/state:ia/sldu:8,Iowa State Senate District 8,State Legislative (Upper),,,66330,Regular,1,"https://ballotpedia.org/Iowa_State_Senate_elections,_2024",27743,2024-06-04,State,178273,Primary,Democratic Party,true,false,false,5,232850,545970,Ryan Lee Roenfeld,Ryan,Roenfeld,https://ballotpedia.org/Ryan_Lee_Roenfeld,Male,Democratic Party,false,Advanced,false,false,573,,,
2024,WA,16374,Washington House of Representatives District 16-Position 1,State,Legislative,7193,ocd-division/country:us/state:wa/sldl:16,Washington House of Representatives District 16,State Legislative (Lower),,,69928,Regular,1,"https://ballotpedia.org/Washington_House_of_Representatives_elections,_2024",26134,2024-11-05,State,105477,General,,,false,false,18,245170,329040,Mark Klicker,Mark,Klicker,https://ballotpedia.org/Mark_Klicker,Male,Republican Party,true,Won,false,false,27132,,,
2024,ME,6520,Maine House of Representatives District 79,State,Legislative,4575,ocd-division/country:us/state:me/sldl:79,Maine House of Representatives District 79,State Legislative (Lower),,,66899,Regular,1,"https://ballotpedia.org/Maine_House_of_Representatives_elections,_2024",26106,2024-11-05,State,102447,General,,,false,false,,248908,559389,Charlotte Nutt,Charlotte,Nutt,https://ballotpedia.org/Charlotte_Nutt,Female,Independent for Maine,false,Lost,false,false,2383,,,
2024,ID,1826,Idaho House of Representatives District 9B,State,Legislative,3693,ocd-division/country:us/state:id/sldl:9,Idaho House of Representatives District 9,State Legislative (Lower),,,66083,Regular,1,"https://ballotpedia.org/Idaho_House_of_Representatives_elections,_2024",26321,2024-05-21,State,200274,Primary,Republican Party,true,false,false,,232407,30262,Judy Boyle,Judy,Boyle,https://ballotpedia.org/Judy_Boyle,Female,Republican Party,true,Advanced,false,false,7172,,,
2024,ME,3699,Maine House of Representatives District 145,State,Legislative,4641,ocd-division/country:us/state:me/sldl:145,Maine House of Representatives District 145,State Legislative (Lower),,,66822,Regular,1,"https://ballotpedia.org/Maine_House_of_Representatives_elections,_2024",27911,2024-06-11,State,198867,Primary,Democratic Party,true,false,true,,232834,299666,Daniel Hobbs,Daniel,Hobbs,https://ballotpedia.org/Daniel_Hobbs,Male,Democratic Party,true,Advanced,false,false,608,,,1
2024,VT,7555,Vermont State Senate Washington District,State,Legislative,2375,ocd-division/country:us/state:vt/sldu:washington,Vermont State Senate Washington District,State Legislative (Upper),,,69781,Regular,3,"https://ballotpedia.org/Vermont_State_Senate_elections,_2024",26132,2024-11-05,State,105330,General,,,false,false,213,247061,341205,Anne Watson,Anne,Watson,https://ballotpedia.org/Anne_Watson,Female,"Vermont Progressive Party, Democratic Party",true,Won,false,false,18555,,,
2024,TX,8853,Texas House of Representatives District 4,State,Legislative,6752,ocd-division/country:us/state:tx/sldl:4,Texas House of Representatives District 4,State Legislative (Lower),,,69615,Regular,1,"https://ballotpedia.org/Texas_House_of_Representatives_elections,_2024",27080,2024-03-05,State,179174,Primary,Republican Party,true,false,false,,213508,526046,Joshua Feuerstein,Joshua,Feuerstein,https://ballotpedia.org/Joshua_Feuerstein,Male,Republican Party,false,Lost,false,false,5255,,,
2024,MT,13775,Montana State Senate District 35,State,Legislative,1590,ocd-division/country:us/state:mt/sldu:35,Montana State Senate District 35,State Legislative (Upper),,,114255,Regular,1,"https://ballotpedia.org/Montana_State_Senate_elections,_2024",26113,2024-11-05,State,176660,General,,,false,false,,233586,546367,Tony Tezak,Tony,Tezak,https://ballotpedia.org/Tony_Tezak,Male,Republican Party,false,Won,false,false,11666,,,
2024,VT,17071,Vermont House of Representatives Caledonia 2 District,State,Legislative,7111,ocd-division/country:us/state:vt/sldl:caledonia-2,Vermont House of Representatives Caledonia-2 District,State Legislative (Lower),,,69797,Regular,1,"https://ballotpedia.org/Vermont_House_of_Representatives_elections,_2024",26132,2024-11-05,State,105346,General,,,false,false,3,247221,558349,Michael Southworth,Michael,Southworth,https://ballotpedia.org/Michael_Southworth,Male,Republican Party,false,Won,false,false,1313,,,
2024,KY,20803,Kentucky House of Representatives District 23,State,Legislative,4085,ocd-division/country:us/state:ky/sldl:23,Kentucky House of Representatives District 23,State Legislative (Lower),,,66652,Regular,1,"https://ballotpedia.org/Kentucky_House_of_Representatives_elections,_2024",27744,2024-05-21,State,178690,Primary,Republican Party,true,true,false,,215124,52747,Steve Riley,Steve,Riley,https://ballotpedia.org/Steve_Riley_(Kentucky),Male,Republican Party,true,Advanced,false,false,,,,
2024,HI,25758,Hawaii House of Representatives District 45,State,Legislative,3578,ocd-division/country:us/state:hi/sldl:45,Hawaii House of Representatives District 45,State Legislative (Lower),,,65967,Regular,1,"https://ballotpedia.org/Hawaii_House_of_Representatives_elections,_2024",26098,2024-11-05,State,101515,General,,,false,false,,248646,559154,Desiré De Soto,Desiré,De Soto,https://ballotpedia.org/Desiré_De_Soto,Female,Democratic Party,false,Lost,false,false,2914,,,
2024,CA,5364,California State Assembly District 40,State,Legislative,2936,ocd-division/country:us/state:ca/sldl:40,California State Assembly District 40,State Legislative (Lower),,,65052,Regular,1,"https://ballotpedia.org/California_State_Assembly_elections,_2024",26092,2024-11-05,State,100599,General,,,false,false,,201899,348707,Patrick Gipson,Patrick,Gipson,https://ballotpedia.org/Patrick_Gipson,Male,Republican Party,false,Lost,false,false,106960,,,
2024,NV,5167,Nevada State Senate District 7,State,Legislative,1864,ocd-division/country:us/state:nv/sldu:7,Nevada State Senate District 7,State Legislative (Upper),,,67701,Regular,1,"https://ballotpedia.org/Nevada_State_Senate_elections,_2024",27745,2024-06-11,State,178802,Primary,Democratic Party,true,true,false,,233871,326288,Roberta Lange,Roberta,Lange,https://ballotpedia.org/Roberta_Lange,Female,Democratic Party,true,Advanced,false,false,,,,
2024,AK,5721,Alaska House of Representatives District 3,State,Legislative,2624,ocd-division/country:us/state:ak/sldl:3,Alaska House of Representatives District 3,State Legislative (Lower),,,64820,Regular,1,"https://ballotpedia.org/Alaska_House_of_Representatives_elections,_2024",26089,2024-11-05,State,100367,General,,,false,true,330,246927,303099,Andi Story,Andi,Story,https://ballotpedia.org/Andi_Story,Female,Democratic Party,true,Won,false,false,7961,,,1
2024,SD,15899,South Dakota House of Representatives District 8,State,Legislative,6620,ocd-division/country:us/state:sd/sldl:8,South Dakota House of Representatives District 8,State Legislative (Lower),,,69414,Regular,2,"https://ballotpedia.org/South_Dakota_House_of_Representatives_elections,_2024",26128,2024-11-05,State,104963,General,,,false,false,,251208,562058,Greg Zimmerman,Greg,Zimmerman,https://ballotpedia.org/Greg_Zimmerman,Male,Libertarian Party,false,Lost,false,false,1958,,,
2024,NC,15469,North Carolina House of Representatives District 26,State,Legislative,5304,ocd-division/country:us/state:nc/sldl:26,North Carolina House of Representatives District 26,State Legislative (Lower),,,68390,Regular,1,"https://ballotpedia.org/North_Carolina_House_of_Representatives_elections,_2024",27914,2024-03-05,State,197022,Primary,Democratic Party,true,true,false,,213950,526382,Matthew Wood,Matthew,Wood,https://ballotpedia.org/Matthew_Wood_(North_Carolina),Male,Democratic Party,false,Advanced,false,false,,,,
2024,AK,9273,Alaska House of Representatives District 14,State,Legislative,2635,ocd-division/country:us/state:ak/sldl:14,Alaska House of Representatives District 14,State Legislative (Lower),,,64803,Regular,1,"https://ballotpedia.org/Alaska_House_of_Representatives_elections,_2024",26089,2024-11-05,State,100350,General,,,false,true,128,246954,558297,Harry Kamdem,Harry,Kamdem,https://ballotpedia.org/Harry_Kamdem,Male,Democratic Party,false,Lost,false,false,1278,,,1
2024,NC,12160,Raleigh City Council At-large,Local,Legislative,79539,ocd-division/country:us/state:nc/place:raleigh,Raleigh,City-town,,,136542,Regular,2,"https://ballotpedia.org/City_elections_in_Raleigh,_North_Carolina_(2024)",26120,2024-11-05,State,218496,General,,,false,false,2566,263980,575659,Robert Steele Jr.,Robert,Steele,https://ballotpedia.org/Robert_Steele_Jr._(North_Carolina),Male,Nonpartisan,false,Lost,false,false,17960,,,
2024,PA,11348,Pennsylvania House of Representatives District 29,State,Legislative,6198,ocd-division/country:us/state:pa/sldl:29,Pennsylvania House of Representatives District 29,State Legislative (Lower),,,68983,Regular,1,"https://ballotpedia.org/Pennsylvania_House_of_Representatives_elections,_2024",26125,2024-11-05,State,104532,General,,,false,false,,264168,374297,Rob Ronky,Rob,Ronky,https://ballotpedia.org/Rob_Ronky,Male,Libertarian Party,false,Lost,false,false,952,,,
2024,VA,18261,Virginia Beach Sheriff,Local,Executive,91375,ocd-division/country:us/state:va/place:virginia_beach,Virginia Beach,City-town,,,137374,Special,1,"https://ballotpedia.org/City_elections_in_Virginia_Beach,_Virginia_(2024)",29027,2024-06-18,City-town,219535,Primary,Republican Party,true,true,false,,238298,95589,Rocky Holcomb,Rocky,Holcomb,https://ballotpedia.org/Rocky_Holcomb,,Republican Party,true,Advanced,false,false,,,,
2024,AZ,33236,Chandler County Island Fire District,Local,Executive,121818,,Chandler County Island Fire District,Special District,,,141503,Regular,2,"https://ballotpedia.org/City_elections_in_Chandler,_Arizona_(2024)",26090,2024-11-05,State,225787,General,,,true,false,,264011,339601,Emily Lu,Emily,Lu,https://ballotpedia.org/Emily_Lu,,Nonpartisan,true,Won,false,false,,,,
2024,SC,8636,South Carolina House of Representatives District 16,State,Legislative,6504,ocd-division/country:us/state:sc/sldl:16,South Carolina House of Representatives District 16,State Legislative (Lower),,,69252,Regular,1,"https://ballotpedia.org/South_Carolina_House_of_Representatives_elections,_2024",26127,2024-11-05,State,104801,General,,,false,false,230,234699,37406,Mark Willis,Mark,Willis,https://ballotpedia.org/Mark_Willis,Male,Republican Party,true,Won,false,false,17423,,,
2024,OH,21361,Ohio House of Representatives District 78,State,Legislative,5986,ocd-division/country:us/state:oh/sldl:78,Ohio House of Representatives District 78,State Legislative (Lower),,,68608,Regular,1,"https://ballotpedia.org/Ohio_House_of_Representatives_elections,_2024",28035,2024-03-19,State,193760,Primary,Republican Party,true,false,false,,215049,38246,Matt Huffman,Matt,Huffman,https://ballotpedia.org/Matt_Huffman,Male,Republican Party,false,Advanced,false,false,10958,,,
2024,MA,5436,Massachusetts House of Representatives 7th Hampden District,State,Legislative,4316,ocd-division/country:us/state:ma/sldl:7th_hampden,Massachusetts House of Representatives 7th Hampden District,State Legislative (Lower),,,67099,Regular,1,"https://ballotpedia.org/Massachusetts_House_of_Representatives_elections,_2024",26108,2024-11-05,State,102647,General,,,false,false,153,248092,154,Aaron Saunders,Aaron,Saunders,https://ballotpedia.org/Aaron_Saunders,Male,Democratic Party,true,Won,false,false,18235,,,
2024,SC,7949,South Carolina House of Representatives District 89,State,Legislative,6577,ocd-division/country:us/state:sc/sldl:89,South Carolina House of Representatives District 89,State Legislative (Lower),,,69332,Regular,1,"https://ballotpedia.org/South_Carolina_House_of_Representatives_elections,_2024",26127,2024-11-05,State,104881,General,,,false,false,23,234844,39070,Micah Caskey,Micah,Caskey,https://ballotpedia.org/Micah_Caskey,Male,Republican Party,true,Won,false,false,10158,,,
2024,NH,12540,New Hampshire House of Representatives Cheshire 3,State,Legislative,5461,ocd-division/country:us/state:nh/sldl:cheshire_3,New Hampshire House of Representatives Cheshire 3,State Legislative (Lower),,,67798,Regular,1,"https://ballotpedia.org/New_Hampshire_House_of_Representatives_elections,_2024",27912,2024-09-10,State,190957,Primary,Democratic Party,true,false,false,2,249880,369729,Philip Jones,Philip,Jones,https://ballotpedia.org/Philip_Jones_(New_Hampshire),Male,Democratic Party,true,Advanced,false,false,555,,,
2024,TX,37904,Huffman Independent School District Position 7,Local,Executive,26603,ocd-division/country:us/state:tx/county:harris/school_district:huffman_isd,Huffman Independent School District,School District,,,148972,Regular,1,"https://ballotpedia.org/Huffman_Independent_School_District,_Texas,_elections_(2024)",26130,2024-11-05,State,234283,General,,,false,false,,266225,334998,Amanda West McGee,Amanda,McGee,https://ballotpedia.org/Amanda_West_McGee,Female,Nonpartisan,true,Lost,false,false,2327,,,
2024,NC,11409,North Carolina State Senate District 44,State,Legislative,1649,ocd-division/country:us/state:nc/sldu:44,North Carolina State Senate District 44,State Legislative (Upper),,,68339,Regular,1,"https://ballotpedia.org/North_Carolina_State_Senate_elections,_2024",27914,2024-03-05,State,196921,Primary,Democratic Party,true,true,false,,213861,526348,T. Goode,T.,Goode,https://ballotpedia.org/T._Goode,Male,Democratic Party,false,Advanced,false,false,,,,
2024,ND,13592,North Dakota House of Representatives District 10,State,Legislative,5408,ocd-division/country:us/state:nd/sldl:10,North Dakota House of Representatives District 10,State Legislative (Lower),,,68498,Regular,2,"https://ballotpedia.org/North_Dakota_House_of_Representatives_elections,_2024",26121,2024-11-05,State,104046,General,,,false,false,70,238394,360851,Steve Swiontek,Steve,Swiontek,https://ballotpedia.org/Steve_Swiontek,Male,Republican Party,true,Won,false,false,3132,,,
2024,HI,6588,Hawaii House of Representatives District 48,State,Legislative,3581,ocd-division/country:us/state:hi/sldl:48,Hawaii House of Representatives District 48,State Legislative (Lower),,,65970,Regular,1,"https://ballotpedia.org/Hawaii_House_of_Representatives_elections,_2024",27742,2024-08-10,State,178207,Primary,Democratic Party,true,false,false,,248658,301762,Lisa Kitagawa,Lisa,Kitagawa,https://ballotpedia.org/Lisa_Kitagawa,Female,Democratic Party,true,Advanced,false,false,4279,,,
2024,NH,2021,New Hampshire House of Representatives Grafton 8,State,Legislative,5485,ocd-division/country:us/state:nh/sldl:grafton_8,New Hampshire House of Representatives Grafton 8,State Legislative (Lower),,,67827,Regular,3,"https://ballotpedia.org/New_Hampshire_House_of_Representatives_elections,_2024",26116,2024-11-05,State,103375,General,,,false,false,43,249792,303582,Bill Bolton,Bill,Bolton,https://ballotpedia.org/Bill_Bolton_(New_Hampshire),Male,Democratic Party,true,Won,false,false,3079,,,
2024,NY,4929,Erie County Family Court,Local,Judicial,12806,ocd-division/country:us/state:ny/county:erie,Erie,County,,,139571,Regular,2,"https://ballotpedia.org/Municipal_elections_in_Erie_County,_New_York_(2024)",28049,2024-06-25,State,222257,Primary,Conservative Party,true,true,false,,242395,554195,Kara Buscaglia,Kara,Buscaglia,https://ballotpedia.org/Kara_Buscaglia,,Conservative Party,false,Advanced,false,false,,,,
2024,FL,32676,Orange County Sheriff,Local,Executive,11180,ocd-division/country:us/state:fl/county:orange,Orange,County,,,141244,Regular,1,"https://ballotpedia.org/Municipal_elections_in_Orange_County,_Florida_(2024)",27859,2024-08-20,State,225378,Primary,Democratic Party,true,true,false,,251091,303227,John Mina,John,Mina,https://ballotpedia.org/John_Mina,,Democratic Party,true,Advanced,false,false,,,,
